Date,SPARQL endpoint,RDF dump,License Machine-Redeable,License Human-Redeable,KG name,Description,Url,Reliable,Trust value,Degree of connection,Clustring coefficient,Centrality,Number of sameAs chains,Number of triples,KGid,Min latency,25th percentile latency,Median latency,75th percentile latency,Max latency,Min TP,25th percentile TP,Median TP,75th percentile TP,Max TP,Requires auth,Use HTTPS,Serialization formats,Languages,Link SPARQL endpoint,Link for download the dataset,Number of void label,Number of whitespace label,Number of malformed datatype,Labels,Disjoint class,Undefined class,Undefined property,Deprecated class/property,Ontology hijacking,Misplaced property,Misplaced class,PageRank,Vocabularies,Authors,Publishers,Contributors,Sources,Signed,Dataset update frequency,Creation date,Modification date,Num. triples updated,Time since last modification,Extensional conciseness,Intensional conciseness,Interlinking completeness,Number of triples linked,Number of entities,Number of property,Min length URIs (subject),25th percentile length URIs (subject),Median length URIs (subject),75th percentile length URIs (subject),Max length URIs (subject),Min length URIs (predicate),25th percentile length URIs (predicate),Median length URIs (predicate),75th percentile length URIs (predicate),Max length URIs (predicate),Min length URIs (object),25th percentile length URIs (object),Median length URIs (object),75th percentile length URIs (object),Max length URIs (object),New vocabularies defined,New terms defined,Number of label,Uri regex,Presence of example,Number of blank nodes,RDF structures,HistoricalUp,Score,Normalized score,FP,IFP,Limited,License MR,Inactive links
2022-10-16,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,False,0.5,38,0.047,0.020,-,4092878777,babelnet,4.193,4.194,4.196,4.217,4.284,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,1.0,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9856 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,0.05,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,44.0,44.0,44.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.627,23.66,-,-,True,Could not process formulated query on indicated enpdoint,True
2022-10-23,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,False,0.5,38,0.047,0.020,-,4092878777,babelnet,4.183,4.201,4.212,4.219,4.285,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,1.0,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9856 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,0.05,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,44.0,44.0,44.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.627,23.66,-,-,True,Could not process formulated query on indicated enpdoint,True
2022-10-30,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,absent,0.5,38,0.047,0.020,-,4092878777,babelnet,4.169,4.176,4.176,4.178,4.250,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,1.0,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9856 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,0.05,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,44.0,44.0,44.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.627,0,-,-,True,Could not process formulated query on indicated enpdoint,True
2022-11-06,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,False,0.5,38,0.047,0.020,-,4092878777,babelnet,4.170,4.181,4.187,4.199,4.215,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,1.0,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9856 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,0.05,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,44.0,44.0,44.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.627,23.66,-,-,True,Could not process formulated query on indicated enpdoint,True
2022-11-13,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,False,0.5,38,0.047,0.020,-,1971744856,babelnet,4.170,4.170,4.174,4.176,4.180,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,-,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9856 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,insufficient data,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,44.0,44.0,44.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.624,23.55,-,-,impossible to verify,Could not process formulated query on indicated enpdoint,True
2022-11-20,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,absent,0.5,38,0.047,0.020,-,1971744856,babelnet,4.163,4.170,4.172,4.174,4.183,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,-,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9856 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,insufficient data,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,44.0,44.0,44.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.624,23.55,-,-,impossible to verify,Could not process formulated query on indicated enpdoint,True
2022-11-27,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,absent,0.5,38,0.047,0.020,-,4162367431,babelnet,4.158,4.159,4.162,4.164,4.168,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,1.0,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9866 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,0.05,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,34.0,34.0,34.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.627,23.66,-,-,True,Could not process formulated query on indicated enpdoint,True
2023-03-30,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,absent,0.5,38,0.047,0.020,-,1971744856,babelnet,4.137,4.139,4.143,4.152,4.212,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,-,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9866 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,insufficient data,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,34.0,34.0,34.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.624,0,-,-,impossible to verify,Could not process formulated query on indicated enpdoint,True
2023-04-02,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,absent,0.5,38,0.047,0.020,-,1971744856,babelnet,4.126,4.128,4.137,4.138,4.139,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,-,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9866 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,insufficient data,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,34.0,34.0,34.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.624,0,-,-,impossible to verify,Could not process formulated query on indicated enpdoint,True
2023-04-09,1,-1,Other (Non-Commercial) - other-nc -,Query fails on endpoint,BabelNet,BabelNet is both a multilingual encyclopedic dictionary- with lexicographic and encyclopedic coverage of terms- and an ontology which connects concepts and named entities in a very large network of semantic relations- made up of 13-801-844 millions of nodes- called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses- as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/- Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license- Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license- OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher- ItalWordNet: Open Data Commons Attribution 1.0 License- and Open Multilingual WordNet: different licenses according to the language- as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable- specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,Absent,absent,0.5,38,0.047,0.020,-,1971744856,babelnet,4.194,4.195,4.201,7.340,8.089,1,1.0,1.0,1.0,1,False,True,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,https://babelnet.org/sparql/,Not provided,-,-,1.0,Could not process formulated query on indicated enpdoint,-,-,-,-,Impossible to retrieve the terms defined in the dataset,-,-,0.02349726456635809,Could not process formulated query on indicated enpdoint,Name: BabelNet Team - http://babelnet.org/about; Email:cecconi@di.uniroma1.it,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,Web:Absent Name:Roberto Navigli Email:navigli@di.uniroma1.it,False,Could not process formulated query on indicated enpdoint,-,-,insufficient data,insufficient data,0.9866 (out of 5000 triples considered),Could not process formulated query on indicated endpoint,insufficient data,197625567,Insufficient data,Could not process formulated query on indicated enpdoint,24,34.0,34.0,34.0,101,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated endpoint,No new vocabulary defined,Could not process formulated query on indicated endpoint,Could not process formulated query on indicated enpdoint,Could not process formulated query on indicated enpdoint,False,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint.,Could not process formulated query on indicated endpoint,0.624,0,-,-,impossible to verify,Could not process formulated query on indicated enpdoint,True
